Round,Module,Stacked Status,Variable Pair,Long Form Variable Name,Variable Label,Link Grad
R5,World Health Survey Vignettes,paired,ixma2rer/dxma2rer,z_ixma2rer,"R5 In the vignette, how much of a problem does [Richard/Carol] have with moving around?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixma3rer/dxma3rer,z_ixma3rer,"R5 In the vignette, how much difficulty does [Richard/Carol] have in vigorous activities, such as running 2 miles or cycling?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmb1rer/dxmb1rer,z_ixmb1rer,R5 Name of the person in the World Health Survey Mobility B vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmb2rer/dxmb2rer,z_ixmb2rer,"R5 In the vignette, how much of a problem does Robert/Mary have with moving around?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmb3rer/dxmb3rer,z_ixmb3rer,"R5 In the vignette, how much difficulty does [Robert/Mary] have with vigorous activities?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmc1rer/dxmc1rer,z_ixmc1rer,R5 Name of the person in the World Health Survey Mobility C vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmc2rer/dxmc2rer,z_ixmc2rer,"R5 In the vignette, how much of a problem does [Robert/Mary/Richard/Carol] have with moving around?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmc3rer/dxmc3rer,z_ixmc3rer,"R5 In the vignette, how much difficulty does [Robert/Mary/Richard/Carol] have in vigorous activities, such as running 2 miles or cycling?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmd1rer/dxmd1rer,z_ixmd1rer,R5 Name of the person in the World Health Survey Mobility D vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmd2rer/dxmd2rer,z_ixmd2rer,"R5 In the vignette, how much of a problem does [Robert/Mary/Richard/Carol] have with moving around?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixmd3rer/dxmd3rer,z_ixmd3rer,"R5 In the vignette, how much difficulty does [Robert/Mary/Richard/Carol] have in vigorous activities, such as running 2 miles or cycling?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixaa1rer/dxaa1rer,z_ixaa1rer,R5 Name of the person in the World Health Survey Affect A vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixaa2rer/dxaa2rer,z_ixaa2rer,"R5 In the vignette, how much of a problem does [James/Judith] have with feeling sad, low or depressed?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixaa3rer/dxaa3rer,z_ixaa3rer,"R5 In the vignette, how much of a problem does [James/Judith] have with feeling worry or anxiety?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixab1rer/dxab1rer,z_ixab1rer,R5 Name of the person in the World Health Survey Affect B Vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixab2rer/dxab2rer,z_ixab2rer,"R5 In the vignette, how much of a problem does [John/Barbara] have with feeling sad, low or depressed?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixab3rer/dxab3rer,z_ixab3rer,"R5 In the vignette, how much of a problem does [John/Barbara] have with worry or anxiety?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixac1rer/dxac1rer,z_ixac1rer,R5 Name of the person in the World Health Survey Affect C vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixac2rer/dxac2rer,z_ixac2rer,"R5 In the vignette, how much of a problem does [James/Judith/John/Barbara] have with feeling sad, low or depressed?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixac3rer/dxac3rer,z_ixac3rer,"R5 In the vignette, how much of a problem does [James/Judith/John/Barbara] have with worry or anxiety?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixad1rer/dxad1rer,z_ixad1rer,R5 Name of the person in the World Health Survey Affect D vignette.,module=gmail_whs
R5,World Health Survey Vignettes,paired,ixad2rer/dxad2rer,z_ixad2rer,"R5 In the vignette, how much of a problem does [James/Judith/John/Barbara] have with feeling sad, low or depressed?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixad3rer/dxad3rer,z_ixad3rer,"R5 In the vignette, how much of a problem does [James/Judith/John/Barbara] have with worry or anxiety?",module=gmail_whs
R5,How You've Felt This Past Week,paired,iu001rec/du001rec,z_iu001rec,"R5 Summary score for psychological distress/depression, Modified CES-D.",module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu002re/du002re,z_iu002re,R5 Number of clinical depression questions answered for DU001REC.,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu003rer/du003rer,z_iu003rer,R5 On how many days during the past week did you feel you could not shake off the blues even with help from your family and friends?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu004rer/du004rer,z_iu004rer,R5 On how many days during the past week did you feel bothered by things that usually don't bother you?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu005rer/du005rer,z_iu005rer,R5 On how many days during the past week did you think your life had been a failure?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu006rer/du006rer,z_iu006rer,R5 On how many days during the past week did you feel happy?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu007rer/du007rer,z_iu007rer,R5 On how many days during the past week did you feel that people were unfriendly?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu008rer/du008rer,z_iu008rer,R5 On how many days during the past week did you feel lonely?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu009rer/du009rer,z_iu009rer,R5 On how many days during the past week did you enjoy life?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu010rer/du010rer,z_iu010rer,R5 On how many days during the past week did you have crying spells?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu011rer/du011rer,z_iu011rer,R5 On how many days during the past week did you feel that people disliked you?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu012rer/du012rer,z_iu012rer,R5 On how many days during the past week did you feel sad?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu013rer/du013rer,z_iu013rer,R5 On how many days during the past week did you feel depressed?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu014rer/du014rer,z_iu014rer,R5 On how many days during the past week did you have trouble keeping your mind on what you were doing?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu015rer/du015rer,z_iu015rer,R5 On how many days during the past week did you not feel like eating or your appetite was poor?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu016rer/du016rer,z_iu016rer,R5 On how many days during the past week did you feel that you were just as good as other people?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu017rer/du017rer,z_iu017rer,R5 On how many days during the past week did you feel that everything you did was an effort?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu018rer/du018rer,z_iu018rer,R5 On how many days during the past week did you feel hopeful about the future?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu019rer/du019rer,z_iu019rer,R5 On how many days during the past week did you feel fearful?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu020rer/du020rer,z_iu020rer,R5 On how many days during the past week did you sleep restlessly?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu021rer/du021rer,z_iu021rer,R5 On how many days during the past week did you talk less than usual?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu022rer/du022rer,z_iu022rer,R5 On how many days during the past week did you feel you could not 'get going?',module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu023rer/du023rer,z_iu023rer,"R5 On how many days during the past week did you feel irritable, or likely to fight or argue?",module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu024rer/du024rer,z_iu024rer,R5 On how many days during the past week did you feel like telling someone off?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu025rer/du025rer,z_iu025rer,R5 On how many days during the past week did you feel angry or hostile for several hours at a time?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu035rer/du035rer,z_iu035rer,R5 On how many days during the past week did you feel calm?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu036rer/du036rer,z_iu036rer,R5 On how many days during the past week did you feel furious?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu037rer/du037rer,z_iu037rer,R5 On how many days during the past week did you feel tense?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu038rer/du038rer,z_iu038rer,R5 On how many days during the past week did you feel like banging on a table?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu039rer/du039rer,z_iu039rer,R5 On how many days during the past week did you feel at ease?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu040rer/du040rer,z_iu040rer,R5 On how many days during the past week did you feel angry?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu041rer/du041rer,z_iu041rer,R5 On how many days during the past week did you worry over possible misfortune?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu042rer/du042rer,z_iu042rer,R5 On how many days during the past week did you feel like yelling at somebody?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu043rer/du043rer,z_iu043rer,R5 On how many days during the past week did you feel nervous?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu044rer/du044rer,z_iu044rer,R5 On how many days during the past week did you feel like breaking things?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu045rer/du045rer,z_iu045rer,R5 On how many days during the past week did you feel jittery?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu046rer/du046rer,z_iu046rer,R5 On how many days during the past week did you feel mad?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu047rer/du047rer,z_iu047rer,R5 On how many days during the past week did you feel relaxed?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu048rer/du048rer,z_iu048rer,R5 On how many days during the past week did you feel irritated?,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu026rec/du026rec,z_iu026rec,R5 Summary Score for Hostility Index,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iu027re/du027re,z_iu027re,R5 Number of hostility items answered.,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iua33rec/dua33rec,z_iua33rec,R5 Summary Score for Speilberger anxiety index.,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iub033re/dub033re,z_iub033re,R5 Number of Speilberger anxiety items answered.,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iuc34rec/duc34rec,z_iuc34rec,R5 Summary Score for Speilberger anger index.,module=gmail_pastweek
R5,How You've Felt This Past Week,paired,iub034re/dub034re,z_iub034re,R5 Number of Speilberger anger items answered.,module=gmail_pastweek
